Store,log(CompetitionDistiance),Promo,Promo2,SchoolHoliday,StoreType,Assortment,StateHoliday,DayOfWeek,Month,Day,Year,WeekOfYear,CompetitionOpen,Promo2Open,IsPromo2Month,Id
1,7.14755927119,0,0,1,3,1,0,1,8,11,2015,33,83.0,0.0,0,31673
1,7.14755927119,0,0,1,3,1,0,0,8,10,2015,33,83.0,0.0,0,32529
1,7.14755927119,0,0,1,3,1,0,6,8,9,2015,32,83.0,0.0,0,33385
1,7.14755927119,0,0,1,3,1,0,5,8,8,2015,32,83.0,0.0,0,34241
1,7.14755927119,1,0,1,3,1,0,4,8,7,2015,32,83.0,0.0,0,35097
1,7.14755927119,1,0,1,3,1,0,3,8,6,2015,32,83.0,0.0,0,35953
1,7.14755927119,1,0,1,3,1,0,2,8,5,2015,32,83.0,0.0,0,36809
1,7.14755927119,1,0,1,3,1,0,1,8,4,2015,32,83.0,0.0,0,37665
1,7.14755927119,1,0,1,3,1,0,0,8,3,2015,32,83.0,0.0,0,38521
1,7.14755927119,0,0,1,3,1,0,6,8,2,2015,31,83.0,0.0,0,39377
1,7.14755927119,0,0,1,3,1,0,5,8,1,2015,31,83.0,0.0,0,40233
3,9.55612624458,1,1,0,1,1,0,3,9,17,2015,38,105.0,54.0,0,2
3,9.55612624458,1,1,0,1,1,0,2,9,16,2015,38,105.0,54.0,0,858
3,9.55612624458,1,1,0,1,1,0,1,9,15,2015,38,105.0,54.0,0,1714
3,9.55612624458,1,1,0,1,1,0,0,9,14,2015,38,105.0,54.0,0,2570
3,9.55612624458,0,1,0,1,1,0,6,9,13,2015,37,105.0,53.75,0,3426
3,9.55612624458,0,1,0,1,1,0,5,9,12,2015,37,105.0,53.75,0,4282
3,9.55612624458,0,1,0,1,1,0,4,9,11,2015,37,105.0,53.75,0,5138
3,9.55612624458,0,1,0,1,1,0,3,9,10,2015,37,105.0,53.75,0,5994
3,9.55612624458,0,1,0,1,1,0,2,9,9,2015,37,105.0,53.75,0,6850
3,9.55612624458,0,1,0,1,1,0,1,9,8,2015,37,105.0,53.75,0,7706
3,9.55612624458,0,1,0,1,1,0,0,9,7,2015,37,105.0,53.75,0,8562
3,9.55612624458,0,1,0,1,1,0,6,9,6,2015,36,105.0,53.5,0,9418
3,9.55612624458,0,1,0,1,1,0,5,9,5,2015,36,105.0,53.5,0,10274
3,9.55612624458,1,1,0,1,1,0,4,9,4,2015,36,105.0,53.5,0,11130
3,9.55612624458,1,1,0,1,1,0,3,9,3,2015,36,105.0,53.5,0,11986
3,9.55612624458,1,1,0,1,1,0,2,9,2,2015,36,105.0,53.5,0,12842
3,9.55612624458,1,1,0,1,1,0,1,9,1,2015,36,105.0,53.5,0,13698
3,9.55612624458,1,1,0,1,1,0,0,8,31,2015,36,104.0,53.5,0,14554
3,9.55612624458,0,1,0,1,1,0,6,8,30,2015,35,104.0,53.25,0,15410
3,9.55612624458,0,1,0,1,1,0,5,8,29,2015,35,104.0,53.25,0,16266
3,9.55612624458,0,1,0,1,1,0,4,8,28,2015,35,104.0,53.25,0,17122
3,9.55612624458,0,1,0,1,1,0,3,8,27,2015,35,104.0,53.25,0,17978
3,9.55612624458,0,1,0,1,1,0,2,8,26,2015,35,104.0,53.25,0,18834
3,9.55612624458,0,1,0,1,1,0,1,8,25,2015,35,104.0,53.25,0,19690
3,9.55612624458,0,1,0,1,1,0,0,8,24,2015,35,104.0,53.25,0,20546
3,9.55612624458,0,1,0,1,1,0,6,8,23,2015,34,104.0,53.0,0,21402
3,9.55612624458,0,1,0,1,1,0,5,8,22,2015,34,104.0,53.0,0,22258
3,9.55612624458,1,1,0,1,1,0,4,8,21,2015,34,104.0,53.0,0,23114
3,9.55612624458,1,1,0,1,1,0,3,8,20,2015,34,104.0,53.0,0,23970
3,9.55612624458,1,1,0,1,1,0,2,8,19,2015,34,104.0,53.0,0,24826
3,9.55612624458,1,1,0,1,1,0,1,8,18,2015,34,104.0,53.0,0,25682
3,9.55612624458,1,1,0,1,1,0,0,8,17,2015,34,104.0,53.0,0,26538
3,9.55612624458,0,1,0,1,1,0,6,8,16,2015,33,104.0,52.75,0,27394
3,9.55612624458,0,1,0,1,1,0,5,8,15,2015,33,104.0,52.75,0,28250
3,9.55612624458,0,1,0,1,1,0,4,8,14,2015,33,104.0,52.75,0,29106
3,9.55612624458,0,1,0,1,1,0,3,8,13,2015,33,104.0,52.75,0,29962
3,9.55612624458,0,1,0,1,1,0,2,8,12,2015,33,104.0,52.75,0,30818
3,9.55612624458,0,1,1,1,1,0,1,8,11,2015,33,104.0,52.75,0,31674
3,9.55612624458,0,1,1,1,1,0,0,8,10,2015,33,104.0,52.75,0,32530
3,9.55612624458,0,1,0,1,1,0,6,8,9,2015,32,104.0,52.5,0,33386
3,9.55612624458,0,1,0,1,1,0,5,8,8,2015,32,104.0,52.5,0,34242
3,9.55612624458,1,1,1,1,1,0,4,8,7,2015,32,104.0,52.5,0,35098
3,9.55612624458,1,1,1,1,1,0,3,8,6,2015,32,104.0,52.5,0,35954
3,9.55612624458,1,1,1,1,1,0,2,8,5,2015,32,104.0,52.5,0,36810
3,9.55612624458,1,1,1,1,1,0,1,8,4,2015,32,104.0,52.5,0,37666
3,9.55612624458,1,1,1,1,1,0,0,8,3,2015,32,104.0,52.5,0,38522
3,9.55612624458,0,1,0,1,1,0,6,8,2,2015,31,104.0,52.25,0,39378
3,9.55612624458,0,1,0,1,1,0,5,8,1,2015,31,104.0,52.25,0,40234
7,10.0858507751,1,0,0,1,3,0,3,9,17,2015,38,29.0,0.0,0,3
7,10.0858507751,1,0,0,1,3,0,2,9,16,2015,38,29.0,0.0,0,859
7,10.0858507751,1,0,0,1,3,0,1,9,15,2015,38,29.0,0.0,0,1715
7,10.0858507751,1,0,0,1,3,0,0,9,14,2015,38,29.0,0.0,0,2571
7,10.0858507751,0,0,0,1,3,0,6,9,13,2015,37,29.0,0.0,0,3427
7,10.0858507751,0,0,0,1,3,0,5,9,12,2015,37,29.0,0.0,0,4283
7,10.0858507751,0,0,0,1,3,0,4,9,11,2015,37,29.0,0.0,0,5139
7,10.0858507751,0,0,0,1,3,0,3,9,10,2015,37,29.0,0.0,0,5995
7,10.0858507751,0,0,0,1,3,0,2,9,9,2015,37,29.0,0.0,0,6851
7,10.0858507751,0,0,0,1,3,0,1,9,8,2015,37,29.0,0.0,0,7707
7,10.0858507751,0,0,0,1,3,0,0,9,7,2015,37,29.0,0.0,0,8563
7,10.0858507751,0,0,0,1,3,0,6,9,6,2015,36,29.0,0.0,0,9419
7,10.0858507751,0,0,0,1,3,0,5,9,5,2015,36,29.0,0.0,0,10275
7,10.0858507751,1,0,0,1,3,0,4,9,4,2015,36,29.0,0.0,0,11131
7,10.0858507751,1,0,0,1,3,0,3,9,3,2015,36,29.0,0.0,0,11987
7,10.0858507751,1,0,0,1,3,0,2,9,2,2015,36,29.0,0.0,0,12843
7,10.0858507751,1,0,0,1,3,0,1,9,1,2015,36,29.0,0.0,0,13699
7,10.0858507751,1,0,0,1,3,0,0,8,31,2015,36,28.0,0.0,0,14555
7,10.0858507751,0,0,0,1,3,0,6,8,30,2015,35,28.0,0.0,0,15411
7,10.0858507751,0,0,0,1,3,0,5,8,29,2015,35,28.0,0.0,0,16267
7,10.0858507751,0,0,1,1,3,0,4,8,28,2015,35,28.0,0.0,0,17123
7,10.0858507751,0,0,1,1,3,0,3,8,27,2015,35,28.0,0.0,0,17979
7,10.0858507751,0,0,1,1,3,0,2,8,26,2015,35,28.0,0.0,0,18835
7,10.0858507751,0,0,1,1,3,0,1,8,25,2015,35,28.0,0.0,0,19691
7,10.0858507751,0,0,1,1,3,0,0,8,24,2015,35,28.0,0.0,0,20547
7,10.0858507751,0,0,0,1,3,0,6,8,23,2015,34,28.0,0.0,0,21403
7,10.0858507751,0,0,0,1,3,0,5,8,22,2015,34,28.0,0.0,0,22259
7,10.0858507751,1,0,1,1,3,0,4,8,21,2015,34,28.0,0.0,0,23115
7,10.0858507751,1,0,1,1,3,0,3,8,20,2015,34,28.0,0.0,0,23971
7,10.0858507751,1,0,1,1,3,0,2,8,19,2015,34,28.0,0.0,0,24827
7,10.0858507751,1,0,1,1,3,0,1,8,18,2015,34,28.0,0.0,0,25683
7,10.0858507751,1,0,1,1,3,0,0,8,17,2015,34,28.0,0.0,0,26539
7,10.0858507751,0,0,0,1,3,0,6,8,16,2015,33,28.0,0.0,0,27395
7,10.0858507751,0,0,0,1,3,0,5,8,15,2015,33,28.0,0.0,0,28251
7,10.0858507751,0,0,1,1,3,0,4,8,14,2015,33,28.0,0.0,0,29107
7,10.0858507751,0,0,1,1,3,0,3,8,13,2015,33,28.0,0.0,0,29963
7,10.0858507751,0,0,1,1,3,0,2,8,12,2015,33,28.0,0.0,0,30819
7,10.0858507751,0,0,1,1,3,0,1,8,11,2015,33,28.0,0.0,0,31675
7,10.0858507751,0,0,1,1,3,0,0,8,10,2015,33,28.0,0.0,0,32531
7,10.0858507751,0,0,0,1,3,0,6,8,9,2015,32,28.0,0.0,0,33387
7,10.0858507751,0,0,0,1,3,0,5,8,8,2015,32,28.0,0.0,0,34243
7,10.0858507751,1,0,1,1,3,0,4,8,7,2015,32,28.0,0.0,0,35099
7,10.0858507751,1,0,1,1,3,0,3,8,6,2015,32,28.0,0.0,0,35955
7,10.0858507751,1,0,1,1,3,0,2,8,5,2015,32,28.0,0.0,0,36811
7,10.0858507751,1,0,1,1,3,0,1,8,4,2015,32,28.0,0.0,0,37667
7,10.0858507751,1,0,1,1,3,0,0,8,3,2015,32,28.0,0.0,0,38523
7,10.0858507751,0,0,0,1,3,0,6,8,2,2015,31,28.0,0.0,0,39379
7,10.0858507751,0,0,0,1,3,0,5,8,1,2015,31,28.0,0.0,0,40235
8,8.92545438683,1,0,0,1,1,0,3,9,17,2015,38,11.0,0.0,0,4
8,8.92545438683,1,0,0,1,1,0,2,9,16,2015,38,11.0,0.0,0,860
8,8.92545438683,1,0,0,1,1,0,1,9,15,2015,38,11.0,0.0,0,1716
8,8.92545438683,1,0,0,1,1,0,0,9,14,2015,38,11.0,0.0,0,2572
8,8.92545438683,0,0,0,1,1,0,6,9,13,2015,37,11.0,0.0,0,3428
8,8.92545438683,0,0,0,1,1,0,5,9,12,2015,37,11.0,0.0,0,4284
8,8.92545438683,0,0,0,1,1,0,4,9,11,2015,37,11.0,0.0,0,5140
8,8.92545438683,0,0,0,1,1,0,3,9,10,2015,37,11.0,0.0,0,5996
8,8.92545438683,0,0,0,1,1,0,2,9,9,2015,37,11.0,0.0,0,6852
8,8.92545438683,0,0,0,1,1,0,1,9,8,2015,37,11.0,0.0,0,7708
8,8.92545438683,0,0,0,1,1,0,0,9,7,2015,37,11.0,0.0,0,8564
8,8.92545438683,0,0,0,1,1,0,6,9,6,2015,36,11.0,0.0,0,9420
8,8.92545438683,0,0,0,1,1,0,5,9,5,2015,36,11.0,0.0,0,10276
8,8.92545438683,1,0,0,1,1,0,4,9,4,2015,36,11.0,0.0,0,11132
8,8.92545438683,1,0,0,1,1,0,3,9,3,2015,36,11.0,0.0,0,11988
8,8.92545438683,1,0,0,1,1,0,2,9,2,2015,36,11.0,0.0,0,12844
8,8.92545438683,1,0,0,1,1,0,1,9,1,2015,36,11.0,0.0,0,13700
8,8.92545438683,1,0,0,1,1,0,0,8,31,2015,36,10.0,0.0,0,14556
8,8.92545438683,0,0,0,1,1,0,6,8,30,2015,35,10.0,0.0,0,15412
8,8.92545438683,0,0,0,1,1,0,5,8,29,2015,35,10.0,0.0,0,16268
8,8.92545438683,0,0,1,1,1,0,4,8,28,2015,35,10.0,0.0,0,17124
8,8.92545438683,0,0,1,1,1,0,3,8,27,2015,35,10.0,0.0,0,17980
8,8.92545438683,0,0,1,1,1,0,2,8,26,2015,35,10.0,0.0,0,18836
8,8.92545438683,0,0,1,1,1,0,1,8,25,2015,35,10.0,0.0,0,19692
8,8.92545438683,0,0,1,1,1,0,0,8,24,2015,35,10.0,0.0,0,20548
8,8.92545438683,0,0,0,1,1,0,6,8,23,2015,34,10.0,0.0,0,21404
8,8.92545438683,0,0,0,1,1,0,5,8,22,2015,34,10.0,0.0,0,22260
8,8.92545438683,1,0,1,1,1,0,4,8,21,2015,34,10.0,0.0,0,23116
8,8.92545438683,1,0,1,1,1,0,3,8,20,2015,34,10.0,0.0,0,23972
8,8.92545438683,1,0,1,1,1,0,2,8,19,2015,34,10.0,0.0,0,24828
8,8.92545438683,1,0,1,1,1,0,1,8,18,2015,34,10.0,0.0,0,25684
8,8.92545438683,1,0,1,1,1,0,0,8,17,2015,34,10.0,0.0,0,26540
8,8.92545438683,0,0,0,1,1,0,6,8,16,2015,33,10.0,0.0,0,27396
8,8.92545438683,0,0,0,1,1,0,5,8,15,2015,33,10.0,0.0,0,28252
8,8.92545438683,0,0,1,1,1,0,4,8,14,2015,33,10.0,0.0,0,29108
8,8.92545438683,0,0,1,1,1,0,3,8,13,2015,33,10.0,0.0,0,29964
8,8.92545438683,0,0,1,1,1,0,2,8,12,2015,33,10.0,0.0,0,30820
8,8.92545438683,0,0,1,1,1,0,1,8,11,2015,33,10.0,0.0,0,31676
8,8.92545438683,0,0,1,1,1,0,0,8,10,2015,33,10.0,0.0,0,32532
8,8.92545438683,0,0,0,1,1,0,6,8,9,2015,32,10.0,0.0,0,33388
8,8.92545438683,0,0,0,1,1,0,5,8,8,2015,32,10.0,0.0,0,34244
8,8.92545438683,1,0,1,1,1,0,4,8,7,2015,32,10.0,0.0,0,35100
8,8.92545438683,1,0,1,1,1,0,3,8,6,2015,32,10.0,0.0,0,35956
8,8.92545438683,1,0,1,1,1,0,2,8,5,2015,32,10.0,0.0,0,36812
8,8.92545438683,1,0,1,1,1,0,1,8,4,2015,32,10.0,0.0,0,37668
8,8.92545438683,1,0,1,1,1,0,0,8,3,2015,32,10.0,0.0,0,38524
8,8.92545438683,0,0,0,1,1,0,6,8,2,2015,31,10.0,0.0,0,39380
8,8.92545438683,0,0,0,1,1,0,5,8,1,2015,31,10.0,0.0,0,40236
9,7.61628356158,1,0,0,1,3,0,3,9,17,2015,38,181.0,0.0,0,5
9,7.61628356158,1,0,0,1,3,0,2,9,16,2015,38,181.0,0.0,0,861
9,7.61628356158,1,0,0,1,3,0,1,9,15,2015,38,181.0,0.0,0,1717
9,7.61628356158,1,0,0,1,3,0,0,9,14,2015,38,181.0,0.0,0,2573
9,7.61628356158,0,0,0,1,3,0,6,9,13,2015,37,181.0,0.0,0,3429
9,7.61628356158,0,0,0,1,3,0,5,9,12,2015,37,181.0,0.0,0,4285
9,7.61628356158,0,0,0,1,3,0,4,9,11,2015,37,181.0,0.0,0,5141
9,7.61628356158,0,0,0,1,3,0,3,9,10,2015,37,181.0,0.0,0,5997
9,7.61628356158,0,0,0,1,3,0,2,9,9,2015,37,181.0,0.0,0,6853
9,7.61628356158,0,0,0,1,3,0,1,9,8,2015,37,181.0,0.0,0,7709
9,7.61628356158,0,0,0,1,3,0,0,9,7,2015,37,181.0,0.0,0,8565
9,7.61628356158,0,0,0,1,3,0,6,9,6,2015,36,181.0,0.0,0,9421
9,7.61628356158,0,0,0,1,3,0,5,9,5,2015,36,181.0,0.0,0,10277
9,7.61628356158,1,0,0,1,3,0,4,9,4,2015,36,181.0,0.0,0,11133
9,7.61628356158,1,0,0,1,3,0,3,9,3,2015,36,181.0,0.0,0,11989
9,7.61628356158,1,0,0,1,3,0,2,9,2,2015,36,181.0,0.0,0,12845
9,7.61628356158,1,0,0,1,3,0,1,9,1,2015,36,181.0,0.0,0,13701
9,7.61628356158,1,0,0,1,3,0,0,8,31,2015,36,180.0,0.0,0,14557
9,7.61628356158,0,0,0,1,3,0,6,8,30,2015,35,180.0,0.0,0,15413
9,7.61628356158,0,0,0,1,3,0,5,8,29,2015,35,180.0,0.0,0,16269
9,7.61628356158,0,0,0,1,3,0,4,8,28,2015,35,180.0,0.0,0,17125
9,7.61628356158,0,0,0,1,3,0,3,8,27,2015,35,180.0,0.0,0,17981
9,7.61628356158,0,0,0,1,3,0,2,8,26,2015,35,180.0,0.0,0,18837
9,7.61628356158,0,0,0,1,3,0,1,8,25,2015,35,180.0,0.0,0,19693
9,7.61628356158,0,0,0,1,3,0,0,8,24,2015,35,180.0,0.0,0,20549
9,7.61628356158,0,0,0,1,3,0,6,8,23,2015,34,180.0,0.0,0,21405
9,7.61628356158,0,0,0,1,3,0,5,8,22,2015,34,180.0,0.0,0,22261
9,7.61628356158,1,0,0,1,3,0,4,8,21,2015,34,180.0,0.0,0,23117
9,7.61628356158,1,0,0,1,3,0,3,8,20,2015,34,180.0,0.0,0,23973
9,7.61628356158,1,0,0,1,3,0,2,8,19,2015,34,180.0,0.0,0,24829
9,7.61628356158,1,0,0,1,3,0,1,8,18,2015,34,180.0,0.0,0,25685
9,7.61628356158,1,0,0,1,3,0,0,8,17,2015,34,180.0,0.0,0,26541
9,7.61628356158,0,0,0,1,3,0,6,8,16,2015,33,180.0,0.0,0,27397
9,7.61628356158,0,0,0,1,3,0,5,8,15,2015,33,180.0,0.0,0,28253
9,7.61628356158,0,0,0,1,3,0,4,8,14,2015,33,180.0,0.0,0,29109
9,7.61628356158,0,0,0,1,3,0,3,8,13,2015,33,180.0,0.0,0,29965
9,7.61628356158,0,0,0,1,3,0,2,8,12,2015,33,180.0,0.0,0,30821
9,7.61628356158,0,0,1,1,3,0,1,8,11,2015,33,180.0,0.0,0,31677
9,7.61628356158,0,0,1,1,3,0,0,8,10,2015,33,180.0,0.0,0,32533
9,7.61628356158,0,0,0,1,3,0,6,8,9,2015,32,180.0,0.0,0,33389
9,7.61628356158,0,0,0,1,3,0,5,8,8,2015,32,180.0,0.0,0,34245
9,7.61628356158,1,0,1,1,3,0,4,8,7,2015,32,180.0,0.0,0,35101
9,7.61628356158,1,0,1,1,3,0,3,8,6,2015,32,180.0,0.0,0,35957
9,7.61628356158,1,0,1,1,3,0,2,8,5,2015,32,180.0,0.0,0,36813
9,7.61628356158,1,0,1,1,3,0,1,8,4,2015,32,180.0,0.0,0,37669
9,7.61628356158,1,0,1,1,3,0,0,8,3,2015,32,180.0,0.0,0,38525
9,7.61628356158,0,0,0,1,3,0,6,8,2,2015,31,180.0,0.0,0,39381
9,7.61628356158,0,0,0,1,3,0,5,8,1,2015,31,180.0,0.0,0,40237
10,8.05864371222,1,0,0,1,1,0,3,9,17,2015,38,72.0,0.0,0,6
10,8.05864371222,1,0,0,1,1,0,2,9,16,2015,38,72.0,0.0,0,862
10,8.05864371222,1,0,0,1,1,0,1,9,15,2015,38,72.0,0.0,0,1718
10,8.05864371222,1,0,0,1,1,0,0,9,14,2015,38,72.0,0.0,0,2574
10,8.05864371222,0,0,0,1,1,0,6,9,13,2015,37,72.0,0.0,0,3430
10,8.05864371222,0,0,0,1,1,0,5,9,12,2015,37,72.0,0.0,0,4286
10,8.05864371222,0,0,0,1,1,0,4,9,11,2015,37,72.0,0.0,0,5142
10,8.05864371222,0,0,0,1,1,0,3,9,10,2015,37,72.0,0.0,0,5998
10,8.05864371222,0,0,0,1,1,0,2,9,9,2015,37,72.0,0.0,0,6854
10,8.05864371222,0,0,0,1,1,0,1,9,8,2015,37,72.0,0.0,0,7710
10,8.05864371222,0,0,0,1,1,0,0,9,7,2015,37,72.0,0.0,0,8566
10,8.05864371222,0,0,0,1,1,0,6,9,6,2015,36,72.0,0.0,0,9422
10,8.05864371222,0,0,0,1,1,0,5,9,5,2015,36,72.0,0.0,0,10278
10,8.05864371222,1,0,0,1,1,0,4,9,4,2015,36,72.0,0.0,0,11134
10,8.05864371222,1,0,0,1,1,0,3,9,3,2015,36,72.0,0.0,0,11990
10,8.05864371222,1,0,1,1,1,0,2,9,2,2015,36,72.0,0.0,0,12846
10,8.05864371222,1,0,1,1,1,0,1,9,1,2015,36,72.0,0.0,0,13702
10,8.05864371222,1,0,1,1,1,0,0,8,31,2015,36,71.0,0.0,0,14558
10,8.05864371222,0,0,1,1,1,0,6,8,30,2015,35,71.0,0.0,0,15414
10,8.05864371222,0,0,1,1,1,0,5,8,29,2015,35,71.0,0.0,0,16270
10,8.05864371222,0,0,1,1,1,0,4,8,28,2015,35,71.0,0.0,0,17126
10,8.05864371222,0,0,1,1,1,0,3,8,27,2015,35,71.0,0.0,0,17982
10,8.05864371222,0,0,1,1,1,0,2,8,26,2015,35,71.0,0.0,0,18838
10,8.05864371222,0,0,1,1,1,0,1,8,25,2015,35,71.0,0.0,0,19694
10,8.05864371222,0,0,1,1,1,0,0,8,24,2015,35,71.0,0.0,0,20550
10,8.05864371222,0,0,1,1,1,0,6,8,23,2015,34,71.0,0.0,0,21406
10,8.05864371222,0,0,1,1,1,0,5,8,22,2015,34,71.0,0.0,0,22262
10,8.05864371222,1,0,1,1,1,0,4,8,21,2015,34,71.0,0.0,0,23118
10,8.05864371222,1,0,1,1,1,0,3,8,20,2015,34,71.0,0.0,0,23974
10,8.05864371222,1,0,1,1,1,0,2,8,19,2015,34,71.0,0.0,0,24830
10,8.05864371222,1,0,1,1,1,0,1,8,18,2015,34,71.0,0.0,0,25686
10,8.05864371222,1,0,1,1,1,0,0,8,17,2015,34,71.0,0.0,0,26542
10,8.05864371222,0,0,1,1,1,0,6,8,16,2015,33,71.0,0.0,0,27398
10,8.05864371222,0,0,1,1,1,0,5,8,15,2015,33,71.0,0.0,0,28254
10,8.05864371222,0,0,1,1,1,0,4,8,14,2015,33,71.0,0.0,0,29110
10,8.05864371222,0,0,1,1,1,0,3,8,13,2015,33,71.0,0.0,0,29966
10,8.05864371222,0,0,1,1,1,0,2,8,12,2015,33,71.0,0.0,0,30822
10,8.05864371222,0,0,1,1,1,0,1,8,11,2015,33,71.0,0.0,0,31678
10,8.05864371222,0,0,1,1,1,0,0,8,10,2015,33,71.0,0.0,0,32534
10,8.05864371222,0,0,1,1,1,0,6,8,9,2015,32,71.0,0.0,0,33390
10,8.05864371222,0,0,1,1,1,0,5,8,8,2015,32,71.0,0.0,0,34246
10,8.05864371222,1,0,1,1,1,0,4,8,7,2015,32,71.0,0.0,0,35102
10,8.05864371222,1,0,1,1,1,0,3,8,6,2015,32,71.0,0.0,0,35958
10,8.05864371222,1,0,1,1,1,0,2,8,5,2015,32,71.0,0.0,0,36814
10,8.05864371222,1,0,1,1,1,0,1,8,4,2015,32,71.0,0.0,0,37670
10,8.05864371222,1,0,1,1,1,0,0,8,3,2015,32,71.0,0.0,0,38526
10,8.05864371222,0,0,1,1,1,0,6,8,2,2015,31,71.0,0.0,0,39382
10,8.05864371222,0,0,1,1,1,0,5,8,1,2015,31,71.0,0.0,0,40238
11,6.86797440897,1,1,0,1,3,0,3,9,17,2015,38,46.0,45.25,0,7
11,6.86797440897,1,1,0,1,3,0,2,9,16,2015,38,46.0,45.25,0,863
11,6.86797440897,1,1,0,1,3,0,1,9,15,2015,38,46.0,45.25,0,1719
11,6.86797440897,1,1,0,1,3,0,0,9,14,2015,38,46.0,45.25,0,2575
11,6.86797440897,0,1,0,1,3,0,6,9,13,2015,37,46.0,45.0,0,3431
11,6.86797440897,0,1,0,1,3,0,5,9,12,2015,37,46.0,45.0,0,4287
11,6.86797440897,0,1,0,1,3,0,4,9,11,2015,37,46.0,45.0,0,5143
11,6.86797440897,0,1,0,1,3,0,3,9,10,2015,37,46.0,45.0,0,5999
11,6.86797440897,0,1,0,1,3,0,2,9,9,2015,37,46.0,45.0,0,6855
11,6.86797440897,0,1,0,1,3,0,1,9,8,2015,37,46.0,45.0,0,7711
11,6.86797440897,0,1,0,1,3,0,0,9,7,2015,37,46.0,45.0,0,8567
11,6.86797440897,0,1,0,1,3,0,6,9,6,2015,36,46.0,44.75,0,9423
11,6.86797440897,0,1,0,1,3,0,5,9,5,2015,36,46.0,44.75,0,10279
11,6.86797440897,1,1,0,1,3,0,4,9,4,2015,36,46.0,44.75,0,11135
11,6.86797440897,1,1,0,1,3,0,3,9,3,2015,36,46.0,44.75,0,11991
11,6.86797440897,1,1,0,1,3,0,2,9,2,2015,36,46.0,44.75,0,12847
11,6.86797440897,1,1,0,1,3,0,1,9,1,2015,36,46.0,44.75,0,13703
11,6.86797440897,1,1,0,1,3,0,0,8,31,2015,36,45.0,44.75,0,14559
